ID,Program.Code,From.Grade,To.Grade,Group.State,Is.Non.Annual.,Days,Travel.Type,Departure.Date,Return.Date,Deposit.Date,Special.Pay,Tuition,FRP.Active,FRP.Cancelled,FRP.Take.up.percent.,Early.RPL,Latest.RPL,Cancelled.Pax,Total.Discount.Pax,Initial.System.Date,Poverty.Code,Region,CRM.Segment,School.Type,Parent.Meeting.Flag,MDR.Low.Grade,MDR.High.Grade,Total.School.Enrollment,Income.Level,EZ.Pay.Take.Up.Rate,School.Sponsor,SPR.Product.Type,SPR.New.Existing,FPP,Total.Pax,SPR.Group.Revenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPP.to.School.enrollment,FPP.to.PAX,Num.of.Non_FPP.PAX,SchoolSizeIndicator,Retained.in.2012.
1882,HC,6,8,TX,0,5,A,6/8/2011,6/12/2011,10/15/2010,NA,2250,3,7,1,4/12/2010,8/6/2010,7,1,4/10/2010,C,Dallas,10,PUBLIC,1,6,8,485,Z,0,0,East Coast,EXISTING,3,4,2250,2,9/30/2010,10/7/2010,251,244,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.006185567,0.75,1,S-M,0
1883,HC,8,8,TX,0,5,A,6/8/2011,6/12/2011,10/23/2010,NA,2119,42,15,0.824,3/2/2010,8/17/2010,17,3,1/20/2010,C,Dallas,10,PUBLIC,1,6,8,814,I,0.314,0,East Coast,EXISTING,51,54,2119,2,3/25/2010,9/8/2010,440,273,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.062653563,0.944444444,3,L,1
1884,HY,7,8,OH,0,5,B,6/8/2011,6/12/2011,11/15/2010,NA,781,17,3,0.63,4/14/2010,9/1/2010,5,2,4/7/2010,B,Other,10,PUBLIC,1,6,8,998,F,0.111,0,East Coast,EXISTING,27,29,781,1,10/7/2010,10/7/2010,244,244,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.027054108,0.931034483,2,L,1
1885,HC,NA,NA,TX,0,5,A,6/8/2011,6/12/2011,10/1/2010,NA,1906,7,0,0.875,5/11/2010,6/4/2010,0,1,4/2/2010,B,Houston,10,PUBLIC,0,6,8,861,L,0,0,East Coast,EXISTING,8,9,1906,0,NA,NA,NA,NA,Undefined,Undefined,Undefined->Undefined,June,Middle,Middle,Middle->Middle,H,0,0.009291521,0.888888889,1,L,0
1886,HD,7,7,IL,0,5,A,6/8/2011,6/12/2011,10/31/2010,NA,1549,9,2,0.75,NA,8/20/2010,1,2,7/13/2010,B,Other,10,PUBLIC,0,7,8,356,L,0.333,0,East Coast,EXISTING,12,14,1549,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.033707865,0.857142857,2,S-M,1
1887,HD,8,NA,WI,0,5,B,6/8/2011,6/12/2011,11/22/2010,NA,780,9,3,0.237,NA,10/21/2010,2,4,6/29/2010,B,Other,10,PUBLIC,0,6,8,394,I,0.237,0,East Coast,EXISTING,38,42,780,0,NA,NA,NA,NA,Middle,Undefined,Middle->Undefined,June,Middle,Middle,Middle->Middle,H,0,0.096446701,0.904761905,4,S-M,1
1888,HD,8,8,IL,0,3,B,6/8/2011,6/12/2011,10/22/2010,NA,889,29,3,0.537,NA,9/10/2010,6,5,9/10/2010,A,Other,10,PUBLIC,0,7,8,802,P,0.222,0,East Coast,NEW,54,59,889,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.067331671,0.915254237,5,M-L,1
1889,HD,7,8,CO,1,5,A,6/8/2011,6/12/2011,10/22/2010,FR,1929,14,8,0.519,2/19/2010,8/30/2010,9,2,2/18/2010,B,Other,5,PUBLIC,1,7,12,277,N,0.259,0,East Coast,EXISTING,27,29,1929,1,9/9/2010,9/9/2010,272,272,Middle,Middle,Middle->Middle,June,Middle,High,Middle->High,H,0,0.097472924,0.931034483,2,S,0
1890,HN,8,NA,IL,0,5,B,6/8/2011,6/12/2011,10/1/2010,NA,1105,20,0,0.8,2/17/2010,8/21/2010,1,1,2/13/2010,B,Other,10,PUBLIC,1,5,8,222,J,0.16,0,East Coast,EXISTING,25,26,1105,2,5/12/2010,9/8/2010,392,273,Middle,Undefined,Middle->Undefined,June,Elementary,Middle,Elementary->Middle,H,0,0.112612613,0.961538462,1,S,1
1891,HD,8,8,MA,0,5,B,6/8/2011,6/12/2011,11/15/2010,SA,717,0,0,0,2/22/2010,9/14/2010,6,4,2/21/2010,C,Other,10,PUBLIC,0,5,8,479,C,0,0,East Coast,EXISTING,39,43,717,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,Elementary,Middle,Elementary->Middle,H,1,0.081419624,0.906976744,4,S-M,1
1892,HC,7,8,CA,0,5,A,6/8/2011,6/12/2011,11/1/2010,NA,2151,2,0,0.25,2/9/2010,10/6/2010,1,1,2/10/2010,C,Southern California,10,PUBLIC,1,K,5,253,L,0.125,0,East Coast,EXISTING,8,9,2151,1,10/20/2010,10/20/2010,231,231,Middle,Middle,Middle->Middle,June,K,Elementary,K->Elementary,H,0,0.031620553,0.888888889,1,S,0
1893,HVP,7,7,IL,0,5,B,6/8/2011,6/12/2011,11/1/2010,NA,449,9,2,0.346,NA,8/12/2010,3,2,8/7/2010,B,Other,10,PUBLIC,0,6,8,704,M,0.231,0,East Coast,EXISTING,26,28,449,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.036931818,0.928571429,2,M-L,1
1894,HD,8,8,IL,0,3,B,6/8/2011,6/12/2011,10/22/2010,NA,889,8,3,0.444,NA,9/10/2010,3,2,9/9/2010,A,Other,5,PUBLIC,1,K,8,717,N,0.167,0,East Coast,NEW,18,20,889,1,9/28/2010,9/28/2010,253,253,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,1,0.025104603,0.9,2,M-L,1
1895,HVP,NA,NA,OH,0,5,B,6/8/2011,6/12/2011,11/15/2010,NA,419,6,6,0.316,NA,9/22/2010,5,2,9/22/2010,C,Other,2,PUBLIC,1,K,8,360,H,0.053,0,East Coast,NEW,19,21,419,1,10/7/2010,10/7/2010,244,244,Undefined,Undefined,Undefined->Undefined,June,K,Middle,K->Middle,H,0,0.052777778,0.904761905,2,S-M,1
1896,HVP,7,8,IN,0,4,B,6/8/2011,6/12/2011,11/8/2010,NA,449,41,3,0.586,NA,9/30/2010,8,5,9/28/2010,B,Other,10,PUBLIC,1,7,12,354,J,0.1,0,East Coast,NEW,70,75,449,1,10/20/2010,10/20/2010,231,231,Middle,Middle,Middle->Middle,June,Middle,High,Middle->High,H,0,0.197740113,0.933333333,5,S-M,0
1897,HD,6,8,CA,0,6,A,6/8/2011,6/13/2011,11/23/2010,NA,2174,6,1,0.462,9/14/2010,10/21/2010,1,1,9/11/2010,,Northern California,10,CHD,1,K,8,215,O,0,0,East Coast,NEW,13,14,2174,1,11/3/2010,11/3/2010,217,217,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,0,0.060465116,0.928571429,1,S,0
1898,HD,8,8,CA,0,7,A,6/8/2011,6/15/2011,1/26/2011,NA,2386,18,1,0.514,NA,1/14/2011,2,4,12/16/2010,B,Southern California,5,PUBLIC,0,7,8,1129,O,0.086,0,East Coast,EXISTING,35,39,2386,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.031000886,0.897435897,4,L,1
1899,HS,4,4,CA,0,1,A,6/9/2011,6/9/2011,1/23/2010,SA,385,0,0,0,NA,9/17/2010,0,2,8/13/2010,,Southern California,4,Private non-Christian,1,K,6,331,Q,0,1,CA History,EXISTING,53,55,385,1,9/16/2010,9/16/2010,266,266,Elementary,Elementary,Elementary->Elementary,June,K,Middle,K->Middle,H,1,0.160120846,0.963636364,2,S,1
1900,HS,4,4,CA,0,2,A,6/9/2011,6/10/2011,10/30/2010,NA,589,51,2,0.554,NA,9/3/2010,4,3,5/27/2010,,Southern California,5,CHD,1,PK,8,720,O,0.283,1,CA History,EXISTING,92,95,589,1,9/30/2010,9/30/2010,252,252,Elementary,Elementary,Elementary->Elementary,June,PK,Middle,PK->Middle,H,1,0.127777778,0.968421053,3,M-L,1
1901,HS,4,4,CA,0,2,A,6/9/2011,6/10/2011,1/14/2011,SA,599,0,0,0,NA,10/13/2010,6,3,1/27/2010,C,Southern California,4,PUBLIC,0,K,5,737,J,0,1,CA History,EXISTING,38,41,599,0,NA,NA,NA,NA,Elementary,Elementary,Elementary->Elementary,June,K,Elementary,K->Elementary,H,1,0.05156038,0.926829268,3,M-L,0
1902,HD,8,8,MO,0,3,A,6/9/2011,6/11/2011,10/24/2010,NA,1323,10,2,1,NA,8/27/2010,2,1,8/26/2010,C,Other,10,PUBLIC,1,6,8,780,H,0.1,0,East Coast,EXISTING,10,11,1323,1,9/15/2010,9/15/2010,267,267,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.012820513,0.909090909,1,M-L,1
1903,HVP,NA,NA,CT,0,3,B,6/9/2011,6/11/2011,12/3/2010,NA,420,23,7,0.575,NA,11/4/2010,11,5,11/5/2010,C,Other,10,PUBLIC,1,K,8,1102,K,0.025,0,East Coast,NEW,40,45,420,1,11/17/2010,11/17/2010,204,204,Undefined,Undefined,Undefined->Undefined,June,K,Middle,K->Middle,H,0,0.036297641,0.888888889,5,L,1
1904,HVP,NA,NA,NY,0,3,B,6/9/2011,6/11/2011,2/28/2011,SA,369,0,0,0,NA,1/12/2011,8,4,1/12/2011,C,Other,8,PUBLIC,0,9,12,373,Q,0,0,East Coast,NEW,62,66,369,0,NA,NA,NA,NA,Undefined,Undefined,Undefined->Undefined,June,High,High,High->High,H,0,0.166219839,0.939393939,4,S-M,0
1905,HD,8,8,TX,0,4,A,6/9/2011,6/12/2011,10/1/2010,NA,1656,2,8,0.25,4/6/2010,8/24/2010,11,1,4/3/2010,C,Dallas,10,PUBLIC,1,6,8,760,F,0.25,0,East Coast,NEW,8,9,1656,2,5/6/2010,10/19/2010,399,233,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.010526316,0.888888889,1,M-L,0
1906,HN,7,8,TX,0,4,A,6/9/2011,6/12/2011,10/15/2010,NA,2157,13,5,0.765,3/26/2010,8/3/2010,8,1,2/12/2010,C,Dallas,10,PUBLIC,1,7,8,350,K,0,0,East Coast,EXISTING,17,18,2157,2,5/6/2010,10/12/2010,399,240,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.048571429,0.944444444,1,S-M,0
1907,HD,8,8,MO,1,4,A,6/9/2011,6/12/2011,10/15/2010,NA,1531,11,0,0.917,3/9/2010,9/23/2010,0,1,3/6/2010,,Other,10,Catholic,1,PK,8,214,B,0.333,0,East Coast,NEW,12,13,1531,2,4/13/2010,9/15/2010,422,267,Middle,Middle,Middle->Middle,June,PK,Middle,PK->Middle,H,1,0.056074766,0.923076923,1,S,0
1908,HD,7,8,MO,1,4,A,6/9/2011,6/12/2011,9/15/2010,NA,1378,37,4,0.771,1/26/2010,8/2/2010,3,11,9/9/2009,B,Other,10,PUBLIC,1,7,8,905,O,0.458,0,East Coast,EXISTING,48,59,1378,1,9/23/2010,9/23/2010,259,259,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.053038674,0.813559322,11,L,0
1909,HD,8,8,TX,0,4,A,6/9/2011,6/12/2011,10/1/2010,NA,1730,6,1,0.857,NA,8/4/2010,1,1,6/18/2010,B,Dallas,10,PUBLIC,1,PK,12,648,L,0,0,East Coast,EXISTING,7,8,1730,1,9/1/2010,9/1/2010,281,281,Middle,Middle,Middle->Middle,June,PK,High,PK->High,H,1,0.010802469,0.875,1,M-L,1
1910,HN,9,12,TX,1,4,A,6/9/2011,6/12/2011,11/1/2010,NA,2029,10,3,0.714,1/22/2010,8/23/2010,5,1,1/20/2010,B,Dallas,8,PUBLIC,1,9,12,1179,L,0.286,0,East Coast,EXISTING,14,15,2029,1,9/8/2010,9/8/2010,274,274,High,High,High->High,June,High,High,High->High,H,0,0.01187447,0.933333333,1,L,0
1911,HD,8,8,IL,0,4,A,6/9/2011,6/12/2011,11/1/2010,NA,1517,11,1,0.579,3/25/2010,8/12/2010,2,2,1/27/2010,B,Other,10,PUBLIC,1,3,8,550,M,0.316,0,East Coast,EXISTING,19,21,1517,2,4/21/2010,9/14/2010,414,268,Middle,Middle,Middle->Middle,June,Elementary,Middle,Elementary->Middle,H,1,0.034545455,0.904761905,2,S-M,1
1912,HD,8,9,TX,1,4,A,6/9/2011,6/12/2011,10/31/2010,NA,1599,12,3,0.6,NA,9/10/2010,5,2,9/10/2010,B,Dallas,5,PUBLIC,1,K,12,320,Z,0.15,0,East Coast,NEW,20,22,1599,1,9/20/2010,9/20/2010,262,262,Middle,High,Middle->High,June,K,High,K->High,H,0,0.0625,0.909090909,2,S,0
1913,HD,4,5,OK,1,4,A,6/9/2011,6/12/2011,10/1/2010,NA,1623,13,2,0.929,1/26/2010,8/24/2010,4,1,1/26/2010,B,Other,4,PUBLIC,1,PK,5,758,N,0,0,East Coast,EXISTING,14,15,1623,1,8/31/2010,8/31/2010,282,282,Elementary,Elementary,Elementary->Elementary,June,PK,Elementary,PK->Elementary,H,0,0.018469657,0.933333333,1,M-L,0
1914,HD,8,8,LA,0,4,A,6/9/2011,6/12/2011,10/15/2010,NA,1349,2,12,0.4,NA,9/14/2010,12,1,6/16/2010,,Other,5,Catholic,1,PK,8,400,F,0,0,East Coast,EXISTING,5,6,1349,1,9/22/2010,9/22/2010,260,260,Middle,Middle,Middle->Middle,June,PK,Middle,PK->Middle,H,1,0.0125,0.833333333,1,S-M,1
1915,HD,7,9,UT,0,4,A,6/9/2011,6/12/2011,10/1/2010,NA,1834,5,3,0.714,2/2/2010,9/8/2010,6,1,2/3/2010,B,Other,9,PUBLIC,1,7,9,1360,J,0.143,0,East Coast,EXISTING,7,8,1834,1,9/28/2010,9/28/2010,254,254,Middle,High,Middle->High,June,Middle,High,Middle->High,H,0,0.005147059,0.875,1,L,0
1916,HD,5,6,TX,0,4,A,6/9/2011,6/12/2011,10/15/2010,NA,1772,5,0,0.625,2/26/2010,8/6/2010,3,1,2/27/2010,B,Dallas,4,PUBLIC,1,PK,5,578,M,0.625,0,East Coast,EXISTING,8,9,1772,1,9/16/2010,9/16/2010,266,266,Elementary,Middle,Elementary->Middle,June,PK,Elementary,PK->Elementary,H,0,0.01384083,0.888888889,1,M-L,0
1917,HN,9,12,TX,0,4,A,6/9/2011,6/12/2011,10/8/2010,NA,2351,9,2,0.563,NA,8/21/2010,7,1,8/16/2010,C,Houston,8,PUBLIC,1,9,12,2765,C,0.063,0,East Coast,NEW,16,17,2351,1,8/31/2010,8/31/2010,282,282,High,High,High->High,June,High,High,High->High,H,0,0.005786618,0.941176471,1,L,0
1918,HD,7,8,TX,0,4,A,6/9/2011,6/12/2011,11/1/2010,NA,1592,7,4,0.7,NA,8/19/2010,10,1,8/16/2010,C,Houston,4,PUBLIC,1,PK,5,480,C,0.1,0,East Coast,NEW,10,11,1592,1,10/12/2010,10/12/2010,240,240,Middle,Middle,Middle->Middle,June,PK,Elementary,PK->Elementary,H,0,0.020833333,0.909090909,1,S-M,0
1919,HD,8,8,TX,0,4,A,6/9/2011,6/12/2011,10/31/2010,NA,1569,5,3,0.455,NA,8/25/2010,3,1,8/18/2010,C,Dallas,10,PUBLIC,1,6,8,480,G,0.091,0,East Coast,NEW,11,12,1569,1,9/16/2010,9/16/2010,266,266,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.022916667,0.916666667,1,S-M,0
1920,HD,6,8,TX,0,4,A,6/9/2011,6/12/2011,11/15/2010,NA,1749,2,1,1,NA,9/2/2010,1,1,8/31/2010,B,Dallas,1,PUBLIC,1,K,12,140,K,0.5,0,East Coast,NEW,2,3,1749,1,9/21/2010,9/21/2010,261,261,Middle,Middle,Middle->Middle,June,K,High,K->High,H,0,0.014285714,0.666666667,1,S,0
1921,HVP,NA,NA,OH,0,4,B,6/9/2011,6/12/2011,12/3/2010,NA,439,22,3,0.512,NA,10/21/2010,5,5,10/19/2010,C,Other,2,PUBLIC,1,7,12,950,A,0.163,0,East Coast,NEW,43,48,439,1,11/18/2010,11/18/2010,203,203,Undefined,Undefined,Undefined->Undefined,June,Middle,High,Middle->High,H,0,0.045263158,0.895833333,5,L,0
1922,HD,7,8,CO,1,5,A,6/9/2011,6/13/2011,10/22/2010,NA,1849,40,1,0.645,2/9/2010,8/25/2010,2,8,2/9/2010,C,Other,10,PUBLIC,1,5,8,250,F,0.194,0,East Coast,EXISTING,62,70,1849,1,9/9/2010,9/9/2010,273,273,Middle,Middle,Middle->Middle,June,Elementary,Middle,Elementary->Middle,H,0,0.248,0.885714286,8,S,0
1923,HD,8,8,CA,0,5,A,6/9/2011,6/13/2011,10/15/2010,SA,2199,0,0,0,3/4/2010,8/26/2010,3,5,2/27/2010,,Southern California,10,Private non-Christian,0,K,8,192,L,0,1,East Coast,EXISTING,37,42,2199,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,1,0.192708333,0.880952381,5,S,1
1924,HVP,7,8,SC,0,4,B,6/9/2011,6/13/2011,10/26/2010,NA,449,37,7,0.649,NA,9/20/2010,11,4,9/15/2010,C,Other,5,PUBLIC,1,7,8,400,N,0.123,0,East Coast,NEW,57,61,449,1,10/12/2010,10/12/2010,240,240,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.1425,0.93442623,4,S-M,1
1925,HVP,6,8,TN,0,3,B,6/9/2011,6/13/2011,3/1/2011,SA,439,0,0,0,NA,2/4/2011,2,4,2/5/2011,C,Other,2,PUBLIC,0,PK,8,285,C,0,0,East Coast,NEW,49,53,439,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,PK,Middle,PK->Middle,H,0,0.171929825,0.924528302,4,S,0
1926,HC,7,8,CA,1,7,A,6/9/2011,6/15/2011,10/22/2010,NA,2500,26,5,0.813,2/15/2010,2/15/2010,8,3,2/13/2010,,Northern California,5,Catholic,1,K,8,309,Q,0.281,0,East Coast,EXISTING,32,35,2500,1,9/8/2010,9/8/2010,274,274,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,0,0.103559871,0.914285714,3,S,0
1927,HS,4,4,CA,0,1,A,6/10/2011,6/10/2011,11/5/2010,NA,409,26,0,0.788,NA,9/22/2010,0,2,8/31/2010,C,Southern California,4,PUBLIC,1,K,5,615,L,0.091,1,CA History,EXISTING,33,35,409,1,10/13/2010,10/13/2010,240,240,Elementary,Elementary,Elementary->Elementary,June,K,Elementary,K->Elementary,H,1,0.053658537,0.942857143,2,M-L,1
1928,HS,4,4,CA,0,1,A,6/10/2011,6/10/2011,11/5/2010,NA,409,11,2,0.44,NA,9/22/2010,3,1,8/31/2010,C,Southern California,4,PUBLIC,1,K,5,615,L,0.08,1,CA History,EXISTING,25,26,409,1,10/13/2010,10/13/2010,240,240,Elementary,Elementary,Elementary->Elementary,June,K,Elementary,K->Elementary,H,1,0.040650407,0.961538462,1,M-L,1
1929,HVP,NA,NA,NC,0,3,B,6/10/2011,6/12/2011,12/1/2010,NA,359,25,6,0.641,NA,8/16/2010,12,4,8/13/2010,C,Other,10,PUBLIC,1,6,8,705,I,0.128,0,East Coast,NEW,39,43,359,1,10/18/2010,10/18/2010,235,235,Undefined,Undefined,Undefined->Undefined,June,Middle,Middle,Middle->Middle,H,0,0.055319149,0.906976744,4,M-L,0
1930,HD,7,8,TX,1,4,A,6/10/2011,6/13/2011,10/25/2010,FR,1469,17,4,0.708,9/23/2009,8/26/2010,6,2,9/9/2009,D,Houston,10,PUBLIC,1,6,8,279,B,0.25,0,East Coast,EXISTING,24,26,1469,2,1/21/2010,9/13/2010,505,270,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.086021505,0.923076923,2,S,0
1931,HD,8,8,MA,0,4,B,6/10/2011,6/13/2011,11/15/2010,NA,660,37,11,0.28,NA,9/1/2010,17,8,8/5/2010,B,Other,10,PUBLIC,0,6,8,900,O,0.159,0,East Coast,EXISTING,132,140,660,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.146666667,0.942857143,8,L,0
1932,HD,8,8,MI,1,5,B,6/10/2011,6/14/2011,11/1/2010,NA,764,22,1,0.595,5/27/2010,8/25/2010,3,4,5/27/2010,B,Other,10,PUBLIC,0,6,8,431,K,0.27,0,East Coast,EXISTING,37,41,764,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.085846868,0.902439024,4,S-M,0
1933,SK,7,8,CA,1,5,A,6/10/2011,6/14/2011,12/31/2010,NA,2082,2,1,0.333,3/19/2010,8/25/2010,2,1,3/19/2010,B,Northern California,4,PUBLIC,1,K,8,475,M,0,0,Science,EXISTING,6,7,2082,1,9/14/2010,9/14/2010,269,269,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,S,0,0.012631579,0.857142857,1,S-M,1
1934,SK,6,8,TX,1,5,A,6/10/2011,6/14/2011,10/15/2010,NA,1983,13,0,0.867,4/16/2010,8/30/2010,1,1,3/3/2010,C,Dallas,7,PUBLIC,1,6,8,505,F,0,0,Science,EXISTING,15,16,1983,2,5/5/2010,9/8/2010,401,275,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,S,0,0.02970297,0.9375,1,S-M,0
1935,SK,6,12,MO,0,5,A,6/10/2011,6/14/2011,11/30/2010,NA,2053,2,0,0.4,NA,8/27/2010,0,1,8/17/2010,B,Other,6,PUBLIC,1,6,8,1047,N,0.4,0,Science,EXISTING,5,6,2053,1,11/4/2010,11/4/2010,218,218,Middle,High,Middle->High,June,Middle,Middle,Middle->Middle,S,0,0.004775549,0.833333333,1,L,1
1936,SK,NA,NA,OH,0,5,A,6/10/2011,6/14/2011,11/9/2010,NA,1912,10,2,0.769,NA,10/4/2010,2,1,10/2/2010,B,Other,6,PUBLIC,1,5,8,600,M,0.077,0,Science,NEW,13,14,1912,1,10/28/2010,10/28/2010,225,225,Undefined,Undefined,Undefined->Undefined,June,Elementary,Middle,Elementary->Middle,S,0,0.021666667,0.928571429,1,M-L,1
1937,HC,7,8,OR,0,9,A,6/10/2011,6/19/2011,10/22/2010,NA,3110,13,0,1,5/27/2010,8/25/2010,1,3,5/26/2010,B,Pacific Northwest,5,PUBLIC,1,7,8,840,N,0.231,0,East Coast,EXISTING,13,16,3110,1,9/24/2010,9/24/2010,259,259,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.01547619,0.8125,3,L,0
1938,HS,4,4,CA,0,1,A,6/11/2011,6/11/2011,3/11/2011,NA,399,3,0,0.1,NA,1/19/2011,0,1,6/8/2010,A,Southern California,4,PUBLIC,0,K,6,446,Q,0,0,CA History,EXISTING,30,31,399,0,NA,NA,NA,NA,Elementary,Elementary,Elementary->Elementary,June,K,Middle,K->Middle,H,1,0.067264574,0.967741935,1,S-M,0
1939,HS,4,5,CA,1,1,A,6/11/2011,6/11/2011,11/30/2010,NA,408,4,0,0.571,3/22/2010,9/17/2010,3,1,3/19/2010,C,Southern California,4,PUBLIC,1,K,5,741,C,0,1,CA History,NEW,7,8,408,2,5/4/2010,7/13/2010,403,333,Elementary,Elementary,Elementary->Elementary,June,K,Elementary,K->Elementary,H,0,0.009446694,0.875,1,M-L,0
1940,HS,4,4,CA,0,1,A,6/11/2011,6/11/2011,11/19/2010,NA,392,29,6,0.592,NA,10/26/2010,6,2,10/22/2010,C,Southern California,4,PUBLIC,1,K,5,500,Q,0.102,0,CA History,NEW,49,51,392,1,11/9/2010,11/9/2010,214,214,Elementary,Elementary,Elementary->Elementary,June,K,Elementary,K->Elementary,H,1,0.098,0.960784314,2,S-M,1
1941,HS,4,4,CA,0,2,A,6/11/2011,6/12/2011,11/12/2010,NA,599,2,3,0.667,NA,10/5/2010,5,1,10/2/2010,B,Southern California,4,PUBLIC,1,K,5,675,Q,0.333,0,CA History,NEW,3,4,599,1,10/13/2010,10/13/2010,241,241,Elementary,Elementary,Elementary->Elementary,June,K,Elementary,K->Elementary,H,1,0.004444444,0.75,1,M-L,0
1942,HS,4,4,CA,0,2,A,6/11/2011,6/12/2011,12/31/2010,,573,0,0,0,6/28/2010,9/15/2010,0,1,6/17/2010,C,Southern California,4,PUBLIC,0,PK,8,1200,K,0,0,CA History,EXISTING,44,45,573,0,NA,NA,NA,NA,Elementary,Elementary,Elementary->Elementary,June,PK,Middle,PK->Middle,H,1,0.036666667,0.977777778,1,L,0
1943,HP,4,6,CA,0,2,B,6/11/2011,6/12/2011,4/8/2011,SA,375,0,0,0,NA,3/4/2011,0,1,2/26/2011,,Southern California,3,PUBLIC,0,,NA,,,0,1,CA History,EXISTING,35,36,375,0,NA,NA,NA,NA,Elementary,Middle,Elementary->Middle,June,Undefined,Undefined,Undefined->Undefined,H,0,NA,0.972222222,1,,1
1944,HN,7,8,TX,0,3,A,6/11/2011,6/14/2011,11/1/2010,FR,1632,7,1,1,3/15/2010,8/9/2010,1,1,3/12/2010,B,Dallas,10,PUBLIC,1,7,7,501,L,0.286,0,East Coast,EXISTING,7,8,1632,1,5/20/2011,5/20/2011,22,22,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.013972056,0.875,1,S-M,1
1945,CD,7,8,WA,1,4,A,6/11/2011,6/14/2011,10/1/2010,NA,1827,13,0,0.813,4/12/2010,8/19/2010,0,1,3/10/2010,,Pacific Northwest,5,CHD,1,K,12,720,J,0.125,0,East Coast,EXISTING,16,17,1827,1,9/23/2010,9/23/2010,261,261,Middle,Middle,Middle->Middle,June,K,High,K->High,C,0,0.022222222,0.941176471,1,M-L,0
1946,HD,7,8,MN,1,4,A,6/11/2011,6/14/2011,10/29/2010,NA,1525,25,1,0.735,1/29/2010,9/2/2010,3,4,1/21/2010,A,Other,10,PUBLIC,1,6,8,850,N,0.235,0,East Coast,EXISTING,34,38,1525,2,3/8/2010,9/27/2010,460,257,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.04,0.894736842,4,L,0
1947,HD,8,8,WI,0,4,A,6/11/2011,6/14/2011,10/22/2010,NA,1497,10,0,0.588,5/28/2010,8/25/2010,1,1,5/28/2010,B,Other,10,PUBLIC,1,6,8,729,I,0.294,0,East Coast,EXISTING,17,18,1497,1,9/30/2010,9/30/2010,254,254,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.023319616,0.944444444,1,M-L,1
1948,HD,8,8,TX,0,4,A,6/11/2011,6/14/2011,12/17/2010,NA,1544,4,2,0.571,2/15/2010,8/9/2010,2,1,1/27/2010,C,Dallas,10,PUBLIC,0,7,8,800,I,0,0,East Coast,EXISTING,7,8,1544,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.00875,0.875,1,M-L,1
1949,HD,7,8,FL,0,4,A,6/11/2011,6/14/2011,10/15/2010,FR,1535,4,1,0.4,4/29/2010,8/23/2010,2,2,4/29/2010,C,Other,10,PUBLIC,1,K,8,726,I,0.2,0,East Coast,EXISTING,10,12,1535,1,10/7/2010,10/7/2010,247,247,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,0,0.013774105,0.833333333,2,M-L,1
